"pontoId","lat","lon","pathBTS1","pathBTS2","pathBTS3","pathBTS4","pathBTS5","pathBTS6","taBTS1","taBTS2","taBTS3","taBTS4","taBTS5","taBTS6"
479,-8.074966,-34.900185,120.84,114.49,119.19,129.64,142.09,131.99,2,1,1,1,2,2
1211,-8.070823,-34.89204,103.956666666667,131.79,127.456666666667,109.656666666667,93.6566666666667,125.456666666667,0,1,3,1,1,1
51,-8.07737,-34.898869,124.64,86.19,124.54,123.99,124.04,135.215,2,0,1,0,2,2
2196,-8.067078,-34.894302,125.356666666667,122.69,126.69,123.39,122.79,99.0233333333333,0,1,3,1,0,0
2359,-8.065984,-34.896732,128.69,109.223333333333,126.323333333333,100.856666666667,119.856666666667,107.423333333333,0,2,3,2,1,0
505,-8.074732,-34.900272,117.656666666667,117.023333333333,116.256666666667,127.123333333333,138.49,136.723333333333,1,1,1,1,2,2
2684,-8.063892,-34.901459,138.056666666667,124.323333333333,130.723333333333,118.49,131.456666666667,120.69,1,2,2,2,2,1
429,-8.07539,-34.892712,122.123333333333,126.59,130.69,111.123333333333,125.69,141.623333333333,1,0,3,0,2,2
2266,-8.066717,-34.89497,114.24,126.84,127.94,119.49,121.89,110.79,0,1,3,1,1,0
1759,-8.06916,-34.895664,107.19,127.056666666667,117.723333333333,108.156666666667,119.823333333333,117.823333333333,0,1,2,1,1,0
472,-8.075042,-34.89352,113.223333333333,114.523333333333,120.423333333333,97.49,120.223333333333,132.056666666667,1,0,2,0,2,2
1932,-8.068669,-34.889225,127.69,136.023333333333,132.556666666667,125.59,110.023333333333,127.79,0,1,4,1,0,1
2386,-8.065832,-34.891727,142.123333333333,132.156666666667,129.99,132.49,109.823333333333,120.79,0,2,3,2,0,0
372,-8.075594,-34.893326,117.123333333333,119.156666666667,125.456666666667,107.956666666667,126.39,137.256666666667,1,0,2,0,2,2
1617,-8.069528,-34.894989,106.023333333333,130.223333333333,115.123333333333,112.956666666667,106.79,109.756666666667,0,1,2,1,1,1
403,-8.075461,-34.89629,124.39,109.54,130.19,115.99,125.89,138.04,1,0,2,0,2,2
914,-8.072553,-34.900673,117.656666666667,124.956666666667,125.69,121.256666666667,140.356666666667,128.056666666667,1,1,1,1,2,2
535,-8.074525,-34.90028,117.923333333333,112.723333333333,110.49,129.623333333333,137.323333333333,136.623333333333,1,1,1,1,2,2
259,-8.076227,-34.896053,118.723333333333,116.69,131.423333333333,123.39,129.523333333333,132.523333333333,1,0,2,0,2,2
2653,-8.064037,-34.885757,116.123333333333,133.056666666667,135.756666666667,127.623333333333,140.556666666667,140.123333333333,1,2,5,2,0,1
2871,-8.062217,-34.88805,137.29,130.24,135.84,142.79,136.34,142.79,1,3,4,3,0,1
2130,-8.067765,-34.896698,115.69,106.223333333333,108.39,92.3566666666667,115.156666666667,106.756666666667,0,1,2,1,1,0
216,-8.076396,-34.895985,115.156666666667,114.823333333333,126.723333333333,124.723333333333,130.09,134.356666666667,1,0,2,0,2,2
94,-8.077133,-34.899448,123.023333333333,111.223333333333,122.023333333333,133.19,135.323333333333,142.09,2,1,1,1,3,2
308,-8.075966,-34.894333,114.19,113.423333333333,121.223333333333,102.756666666667,121.756666666667,132.59,1,0,2,0,2,2
960,-8.072458,-34.892948,90.44,115.94,113.89,98.44,109.19,125.64,0,0,3,0,1,1
1856,-8.068872,-34.900417,106.456666666667,114.923333333333,122.956666666667,118.856666666667,126.523333333333,112.09,1,1,2,1,2,1
2714,-8.063729,-34.886108,129.656666666667,140.256666666667,141.256666666667,133.19,141.856666666667,146.323333333333,1,2,5,2,0,1
1140,-8.07129,-34.900772,117.89,118.59,126.09,123.74,138.29,128.69,1,1,1,1,2,1
695,-8.073563,-34.897583,114.556666666667,110.556666666667,93.7566666666667,101.256666666667,130.456666666667,137.39,1,0,2,0,2,1
1461,-8.069942,-34.896252,105.556666666667,103.456666666667,113.523333333333,92.79,120.623333333333,118.956666666667,0,1,2,1,1,1
2362,-8.065974,-34.893562,127.49,122.44,121.39,125.59,116.79,119.29,0,2,3,2,0,0
369,-8.075608,-34.899971,125.356666666667,111.823333333333,127.79,128.056666666667,135.656666666667,142.456666666667,2,1,1,1,2,2
1829,-8.068954,-34.896545,108.09,110.34,102.09,91.09,112.79,95.84,0,1,2,1,1,0
2896,-8.061419,-34.903168,134.09,116.39,128.356666666667,135.923333333333,131.79,132.823333333333,2,3,3,3,2,1
2227,-8.066927,-34.895786,121.123333333333,121.456666666667,118.556666666667,117.09,122.823333333333,100.756666666667,0,1,3,1,1,0
1411,-8.070073,-34.889904,102.29,138.49,124.89,121.523333333333,114.89,133.656666666667,0,1,3,1,0,1
1178,-8.071036,-34.895786,115.256666666667,109.123333333333,120.723333333333,101.756666666667,123.423333333333,117.39,0,1,2,1,1,1
520,-8.074609,-34.900265,116.515,113.415,105.19,130.04,138.165,136.84,1,1,1,1,2,2
424,-8.075422,-34.896282,124.723333333333,117.256666666667,134.656666666667,114.423333333333,128.023333333333,140.673333333333,1,0,2,0,2,2
1919,-8.068704,-34.898064,97.79,106.223333333333,117.09,99.29,127.256666666667,98.09,1,1,2,1,1,1
2429,-8.065796,-34.890633,139.29,135.823333333333,138.423333333333,127.956666666667,122.623333333333,120.423333333333,0,2,4,2,0,0
270,-8.076166,-34.899803,121.39,113.64,124.04,135.59,136.99,140.29,2,1,1,1,2,2
1913,-8.068716,-34.897636,105.423333333333,113.356666666667,114.156666666667,104.29,130.956666666667,101.49,0,1,2,1,1,1
1806,-8.06902,-34.88961,125.59,129.823333333333,134.856666666667,110.956666666667,101.723333333333,135.89,0,1,3,1,0,1
1064,-8.071913,-34.897274,105.756666666667,118.323333333333,119.323333333333,103.956666666667,130.456666666667,111.99,1,0,2,0,1,1
1622,-8.06952,-34.895069,106.056666666667,129.69,119.123333333333,112.756666666667,114.056666666667,116.223333333333,0,1,2,1,1,1
1994,-8.068561,-34.896572,106.023333333333,116.356666666667,113.69,114.19,119.823333333333,112.656666666667,0,1,2,1,1,0
1027,-8.072151,-34.896919,115.49,103.64,118.64,96.99,125.59,134.14,1,0,2,0,1,1
1214,-8.070808,-34.892376,106.14,120.84,123.64,106.69,107.99,115.79,0,1,3,1,1,1
210,-8.076409,-34.895576,117.123333333333,96.5566666666667,130.023333333333,109.49,130.223333333333,139.49,1,0,2,0,2,2
2905,-8.061223,-34.904346,136.04,113.09,129.14,134.64,127.19,130.44,2,3,3,3,3,2
1075,-8.071845,-34.892197,109.69,120.623333333333,125.156666666667,101.123333333333,92.7233333333333,137.79,0,0,3,0,1,1
2312,-8.066364,-34.893528,119.39,122.59,131.69,124.24,120.64,106.84,0,1,3,1,0,0
739,-8.073216,-34.896381,93.59,113.04,91.94,104.29,119.44,127.54,1,0,2,0,2,1
2313,-8.066355,-34.893158,132.09,112.756666666667,124.69,129.29,123.323333333333,104.256666666667,0,1,3,1,0,0
1804,-8.069025,-34.888474,111.656666666667,133.39,134.923333333333,127.39,111.456666666667,129.823333333333,0,1,4,1,0,1
857,-8.072721,-34.895088,97.3233333333333,126.29,106.023333333333,102.423333333333,115.656666666667,131.19,1,0,2,0,1,1
1541,-8.069714,-34.894638,102.456666666667,126.99,122.19,117.523333333333,116.223333333333,107.19,0,1,2,1,1,1
891,-8.072604,-34.894436,89.79,108.94,109.79,85.79,109.84,121.04,0,0,2,0,1,1
846,-8.072784,-34.894295,89.74,105.54,112.04,87.74,114.39,121.34,0,0,2,0,1,1
1581,-8.069611,-34.894859,104.59,129.69,117.756666666667,117.323333333333,110.89,106.123333333333,0,1,2,1,1,1
1197,-8.070904,-34.89196,100.115,131.14,128.39,117.84,86.715,130.315,0,1,3,1,1,1
908,-8.072565,-34.89175,102.79,123.79,118.456666666667,100.89,111.89,131.79,0,0,3,0,1,1
2184,-8.06714,-34.894188,130.39,125.956666666667,125.023333333333,128.79,121.39,93.8566666666667,0,1,3,1,0,0
1434,-8.070005,-34.897434,104.94,113.89,121.54,108.29,118.49,106.69,1,1,2,1,1,1
2671,-8.063952,-34.885876,121.315,138.79,132.24,129.715,138.215,141.24,1,2,5,2,0,1
341,-8.075789,-34.899933,121.09,105.456666666667,131.09,130.29,142.523333333333,138.69,2,1,1,1,2,2
790,-8.072986,-34.896614,90.215,96.965,121.34,90.115,120.315,128.015,1,0,2,0,2,1
1588,-8.069602,-34.900715,122.923333333333,127.123333333333,117.656666666667,124.79,130.556666666667,119.823333333333,1,1,2,1,2,1
1393,-8.070138,-34.89394,103.656666666667,121.29,122.956666666667,106.156666666667,106.156666666667,96.6233333333333,0,1,3,1,1,1
1678,-8.069362,-34.895401,109.013076923077,116.503846153846,116.797692307692,98.0315384615385,113.676153846154,117.519230769231,0,1,2,1,1,0
1147,-8.07124,-34.891857,100.29,119.39,125.54,96.49,109.79,133.09,0,1,3,1,1,1
2493,-8.065523,-34.889511,137.165,126.315,132.765,122.44,113.59,133.115,0,2,4,2,0,1
787,-8.072997,-34.896339,102.923333333333,110.29,118.956666666667,106.123333333333,119.823333333333,123.356666666667,1,0,2,0,1,1
148,-8.076735,-34.896873,119.59,90.9233333333333,130.59,114.19,129.523333333333,138.356666666667,1,0,2,0,2,2
2027,-8.068457,-34.899055,117.156666666667,116.323333333333,115.99,103.923333333333,123.556666666667,106.223333333333,1,1,2,1,1,1
1157,-8.071169,-34.900822,132.54,126.24,125.24,121.19,133.59,120.94,1,1,1,1,2,1
1344,-8.0704,-34.896835,94.49,107.59,116.94,106.44,124.64,116.09,0,1,2,1,1,1
2748,-8.063548,-34.895119,136.29,104.84,127.59,130.09,128.94,115.89,1,2,3,2,1,0
2,-8.07757,-34.899296,123.065,104.54,120.965,137.14,135.14,139.015,2,0,1,0,3,2
1571,-8.069633,-34.898296,105.823333333333,120.656666666667,118.256666666667,113.223333333333,117.456666666667,103.056666666667,1,1,2,1,1,1
2356,-8.06601,-34.89679,117.04,104.34,122.74,106.54,122.74,92.94,0,2,3,2,1,0
1877,-8.068832,-34.900311,102.84,115.84,114.04,119.54,121.84,99.09,1,1,2,1,2,1
677,-8.073727,-34.900501,118.69,114.29,112.59,126.79,142.34,130.54,1,1,1,1,2,2
1255,-8.070699,-34.892128,107.856666666667,130.423333333333,120.756666666667,115.79,105.956666666667,126.256666666667,0,1,3,1,1,1
450,-8.075237,-34.900108,120.99,121.14,119.99,132.64,136.19,138.89,2,1,1,1,2,2
2794,-8.063019,-34.886967,129.323333333333,135.256666666667,141.556666666667,141.39,142.723333333333,145.756666666667,1,3,5,3,0,1
1007,-8.072276,-34.892323,115.19,121.89,129.156666666667,98.6566666666667,97.59,125.156666666667,0,0,3,0,1,1
1693,-8.069318,-34.895748,106.59,118.09,119.89,106.64,111.09,118.19,0,1,2,1,1,0
52,-8.077362,-34.898842,116.49,85.3233333333333,121.39,121.156666666667,131.356666666667,133.59,2,0,1,0,2,2
1645,-8.069456,-34.891071,105.556666666667,138.39,120.956666666667,119.923333333333,102.956666666667,124.69,0,1,3,1,0,1
997,-8.072342,-34.89212,116.223333333333,107.39,122.59,87.0233333333333,108.423333333333,124.423333333333,0,0,3,0,1,1
2187,-8.067128,-34.900955,115.423333333333,118.79,123.023333333333,109.956666666667,112.19,113.69,1,2,2,2,2,1
19,-8.077504,-34.899284,120.823333333333,97.7566666666667,115.99,127.656666666667,134.656666666667,134.356666666667,2,0,1,0,3,2
2520,-8.065314,-34.901356,130.556666666667,125.956666666667,124.023333333333,115.856666666667,131.123333333333,132.523333333333,1,2,2,2,2,1
2250,-8.066803,-34.894802,118.99,130.09,122.59,127.84,122.19,99.84,0,1,3,1,1,0
1895,-8.068774,-34.889645,125.656666666667,133.156666666667,135.223333333333,118.923333333333,104.09,135.956666666667,0,1,3,1,0,1
2367,-8.065903,-34.901241,120.99,123.923333333333,122.29,112.756666666667,130.19,117.256666666667,1,2,2,2,2,1
2538,-8.065141,-34.885914,133.556666666667,128.69,135.323333333333,128.69,125.79,139.556666666667,1,2,4,2,0,1
1608,-8.069555,-34.894932,109.856666666667,129.49,123.156666666667,119.59,116.123333333333,104.856666666667,0,1,2,1,1,1
219,-8.076391,-34.895985,120.61,104.38,129.97,123.62,129.46,132.08,1,0,2,0,2,2
1074,-8.071855,-34.890694,106.19,122.49,122.723333333333,109.323333333333,97.1233333333333,135.856666666667,0,1,3,1,1,NA
1139,-8.071301,-34.897003,98.29,121.19,124.023333333333,105.89,131.456666666667,116.856666666667,1,1,2,1,1,1
1822,-8.068971,-34.895992,103.44,121.84,120.24,103.49,108.39,122.34,0,1,2,1,1,0
1188,-8.070965,-34.890694,110.423333333333,117.923333333333,124.256666666667,101.223333333333,97.2566666666667,127.723333333333,0,1,3,1,1,1
1727,-8.06924,-34.897385,106.19,107.59,114.54,98.09,125.74,102.94,0,1,2,1,1,1
76,-8.077255,-34.898392,118.423333333333,85.3233333333333,119.19,123.556666666667,130.423333333333,135.123333333333,2,0,1,0,2,2
2573,-8.06489,-34.889542,137.09,133.69,132.623333333333,131.556666666667,127.656666666667,133.49,0,2,4,2,0,1
2544,-8.065085,-34.885742,124.49,130.423333333333,135.656666666667,126.59,118.99,134.956666666667,1,2,5,2,0,1
2267,-8.066701,-34.895088,125.39,119.323333333333,121.323333333333,123.89,129.256666666667,104.623333333333,0,1,3,1,1,0
2792,-8.06306,-34.888618,121.756666666667,128.29,136.09,130.423333333333,132.89,136.056666666667,1,2,4,2,0,1
958,-8.072463,-34.900681,114.756666666667,117.523333333333,121.056666666667,116.19,139.59,125.123333333333,1,1,1,1,2,2
1752,-8.069183,-34.895641,108.523333333333,123.123333333333,110.756666666667,105.423333333333,105.69,120.39,0,1,2,1,1,0
1209,-8.070829,-34.891758,102.056666666667,118.056666666667,123.823333333333,101.59,108.19,132.323333333333,0,1,3,1,1,1
2034,-8.068439,-34.88966,121.09,134.24,132.965,117.29,107.365,133.315,0,1,4,1,0,1
2308,-8.066401,-34.893074,133.756666666667,114.723333333333,130.023333333333,128.256666666667,118.923333333333,95.0233333333333,0,1,3,1,0,0
971,-8.072422,-34.893848,99.79,123.656666666667,113.056666666667,106.69,117.756666666667,134.79,0,0,2,0,1,1
1153,-8.071205,-34.891846,105.423333333333,117.423333333333,126.623333333333,97.19,104.623333333333,131.69,0,1,3,1,1,1
63,-8.077338,-34.899395,124.99,111.023333333333,118.156666666667,132.056666666667,132.323333333333,137.423333333333,2,1,1,1,3,2
1357,-8.070339,-34.893448,103.09,117.04,120.24,101.44,101.54,100.99,0,1,3,1,1,1
1323,-8.070465,-34.900917,115.19,130.14,123.49,126.84,138.84,131.39,1,1,1,1,2,1
542,-8.074497,-34.890209,98.74,135.24,122.49,116.69,116.215,140.065,1,0,3,0,1,2
417,-8.075441,-34.892872,113.723333333333,126.323333333333,128.59,107.123333333333,123.456666666667,135.523333333333,1,0,3,0,2,2
2229,-8.066916,-34.896221,117.59,116.523333333333,118.723333333333,115.29,129.523333333333,106.123333333333,0,1,3,1,1,0
884,-8.072622,-34.890793,101.34,125.94,118.04,107.09,112.09,133.54,0,1,3,1,1,1
628,-8.074053,-34.900429,129.523333333333,119.69,119.656666666667,126.89,141.59,136.456666666667,1,1,1,1,2,2
1912,-8.068719,-34.897778,99.74,111.69,112.04,104.79,126.64,107.79,1,1,2,1,1,1
2805,-8.062897,-34.897297,132.456666666667,98.79,125.89,116.723333333333,128.256666666667,116.29,1,2,3,2,1,0
2921,-8.060705,-34.905224,136.34,134.34,128.29,132.79,132.89,130.49,2,3,3,3,3,2
2466,-8.065689,-34.893681,129.223333333333,119.956666666667,122.89,126.423333333333,114.323333333333,110.356666666667,0,2,3,2,0,0
518,-8.074629,-34.890263,115.023333333333,127.523333333333,131.256666666667,104.723333333333,127.223333333333,147.923333333333,1,0,3,0,1,2
90,-8.077169,-34.898254,115.69,87.49,126.056666666667,123.756666666667,128.756666666667,135.023333333333,2,0,1,0,2,2
1460,-8.069945,-34.897495,108.256666666667,120.256666666667,117.99,112.79,121.39,107.09,1,1,2,1,1,1
1705,-8.069285,-34.888077,130.94,135.24,132.34,127.44,115.04,132.09,0,1,4,1,0,1
1207,-8.070848,-34.900864,121.34,126.39,124.59,124.49,138.19,127.09,1,1,1,1,2,1
1205,-8.070861,-34.895939,105.94,114.24,121.99,99.69,121.54,113.64,0,1,2,1,1,1
1630,-8.069501,-34.890915,113.623333333333,136.09,124.323333333333,112.423333333333,108.956666666667,122.423333333333,0,1,3,1,0,1
2244,-8.066833,-34.896381,112.156666666667,115.59,119.956666666667,117.69,132.09,87.5233333333333,0,1,3,1,1,0
302,-8.075984,-34.896126,116.04,105.29,128.39,127.89,125.59,135.54,1,0,2,0,2,2
87,-8.077186,-34.899441,121.556666666667,114.123333333333,121.223333333333,134.723333333333,131.19,137.856666666667,2,1,1,1,3,2
346,-8.075755,-34.899933,123.54,112.04,120.04,129.24,139.04,137.04,2,1,1,1,2,2
375,-8.075582,-34.89315,116.39,119.24,129.54,106.14,119.74,132.74,1,0,2,0,2,2
284,-8.076097,-34.899826,128.756666666667,112.923333333333,119.156666666667,133.823333333333,138.123333333333,137.923333333333,2,1,1,1,2,2
6,-8.077546,-34.899288,122.415,91.19,120.465,128.165,135.115,134.04,2,0,1,0,3,2
2824,-8.062677,-34.887405,134.99,139.84,138.34,135.09,137.39,146.24,1,3,4,3,0,1
2013,-8.068495,-34.891293,114.523333333333,125.79,123.59,116.09,116.29,111.323333333333,0,1,3,1,0,1
774,-8.073075,-34.900623,117.623333333333,114.856666666667,123.923333333333,123.356666666667,139.756666666667,126.756666666667,1,1,1,1,2,2
693,-8.073597,-34.890488,96.59,131.923333333333,126.59,115.69,103.99,135.223333333333,1,0,3,0,1,2
1653,-8.069434,-34.895256,101.64,123.29,123.74,114.64,115.09,110.69,0,1,2,1,1,0
1177,-8.071038,-34.896904,91.19,113.74,116.64,112.39,123.94,120.49,0,1,2,1,1,1
1030,-8.072129,-34.890697,104.156666666667,127.423333333333,125.59,108.156666666667,97.5566666666667,141.056666666667,0,1,3,1,1,1
522,-8.074603,-34.900303,120.99,109.923333333333,104.423333333333,126.89,141.356666666667,135.29,1,1,1,1,2,2
2771,-8.063303,-34.886658,131.723333333333,140.156666666667,140.723333333333,132.723333333333,141.423333333333,143.856666666667,1,3,5,3,0,1
2337,-8.066168,-34.896164,130.19,111.64,123.89,121.59,115.79,105.29,0,1,3,1,1,0
275,-8.076147,-34.895092,120.856666666667,111.69,126.123333333333,111.19,129.556666666667,137.756666666667,1,0,2,0,2,2
1941,-8.068654,-34.889565,124.723333333333,130.523333333333,136.99,115.756666666667,105.09,130.423333333333,0,1,4,1,0,1
1278,-8.070631,-34.900887,125.69,123.84,128.99,120.94,132.29,131.64,1,1,1,1,2,1
804,-8.072929,-34.896629,98.39,100.665,122.89,96.29,117.29,123.615,1,0,2,0,2,1
1803,-8.069028,-34.896542,109.923333333333,108.723333333333,105.023333333333,93.09,111.256666666667,98.8233333333333,0,1,2,1,1,0
496,-8.074807,-34.890854,123.99,121.956666666667,132.323333333333,96.49,133.456666666667,146.59,1,0,3,0,1,2
412,-8.075448,-34.892918,112.24,125.74,124.54,107.79,122.69,130.09,1,0,3,0,2,2
2081,-8.068098,-34.900124,110.656666666667,108.59,118.09,105.556666666667,121.99,107.256666666667,1,1,2,1,2,1
2453,-8.065779,-34.88953,139.39,130.99,135.29,119.023333333333,109.09,134.223333333333,0,2,4,2,0,1
2640,-8.064148,-34.885616,112.265,138.69,136.74,119.59,140.64,144.09,1,2,5,2,0,1
797,-8.072939,-34.89571,105.79,122.89,108.956666666667,111.823333333333,123.223333333333,126.223333333333,1,0,2,0,1,1
2077,-8.06813,-34.890324,122.64,135.74,130.115,120.29,105.19,127.54,0,1,3,1,0,1
1928,-8.068686,-34.897308,111.056666666667,113.656666666667,114.39,109.656666666667,121.89,98.9233333333333,0,1,2,1,1,0
1327,-8.070457,-34.900906,120.69,132.39,123.123333333333,129.423333333333,137.623333333333,691.124735355091,1,1,1,1,2,1
806,-8.072927,-34.896622,98.89,100.19,126.656666666667,91.7566666666667,120.79,133.856666666667,1,0,2,0,2,1
2676,-8.063926,-34.89463,139.156666666667,114.79,125.29,134.79,124.356666666667,124.223333333333,0,2,3,2,1,0
2409,-8.065811,-34.890656,135.906666666667,138.04,137.906666666667,132.356666666667,118.59,121.44,0,2,4,2,0,0
2104,-8.068,-34.890484,129.723333333333,130.823333333333,134.223333333333,117.456666666667,101.423333333333,118.523333333333,0,1,3,1,0,1
1137,-8.071306,-34.897022,101.49,117.123333333333,122.756666666667,118.89,131.056666666667,121.323333333333,1,1,2,1,1,1
2068,-8.068197,-34.890114,125.99,134.323333333333,131.923333333333,120.923333333333,100.556666666667,122.19,0,1,3,1,0,1
2261,-8.066756,-34.892712,133.39,123.023333333333,125.923333333333,130.823333333333,120.156666666667,100.156666666667,0,1,3,1,0,0
1738,-8.069224,-34.895569,108.49,124.69,116.523333333333,104.89,108.823333333333,113.323333333333,0,1,2,1,1,0
1529,-8.069752,-34.900768,118.64,126.74,119.54,128.24,135.99,127.24,1,1,1,1,2,1
662,-8.073786,-34.898453,115.19,96.94,95.14,113.04,132.84,126.54,1,0,1,0,2,2
